SSBB	MLBAM	NL	pos	h	age	team	firstName	lastName	1B	2B	3B	SS	OF	osbAL	ocsAL	osbNL	ocsNL	BAvR	OBvR	SLvR	BAvL	OBvL	SLvL
1	676979	1001	P	L	26	Bos	Garrett	Crochet
2	607074	1002	P	L	33	NYA	Carlos(hurt)	Rodon
3	608331	1003	P	L	32	NYA	Max	Fried
4	669373	1004	P	L	29	Det	Tarik	Skubal
5	592332	1005	P	R	35	Tor	Kevin	Gausman
6	693433	1006	P	R	26	Sea	Bryan	Woo
7	686613	1007	P	R	27	Hou	Hunter	Brown
8	676440	1008	P	R	27	Cle	Tanner	Bibee
9	543243	1009	P	R	36	Bos	Sonny	Gray
10	622491	1010	P	R	33	Sea	LuisM.	Castillo(Sea)
11	579328	1011	P	L	34	LAA	Yusei	Kikuchi
12	608379	1012	P	R	34	KC	Michael	Wacha
13	594798	1013	P	R	37	Tex	Jacob	deGrom
14	665152	1014	P	R	30	Bal	Dean	Kremer
15	657746	1015	P	R	29	Min	Joe	Ryan
16	605488	1016	P	L	33	Ath	Jeffrey	Springs
17	667755	1017	P	R	27	LAA	Jose	Soriano
18	656302	1018	P	R	30	Tor	Dylan	Cease
19	686752	1019	P	R	28	TB	Ryan	Pepiot
20	668909	1020	P	R	26	Cle	Gavin	Williams
21	678394	1021	P	R	26	Bos	Brayan	Bello
22	669358	1022	P	R	26	Bal	Shane	Baz
23	621244	1023	P	R	31	Tor	Jose	Berrios
24	622663	1024	P	R	32	Ath	Luis	Severino
25	701542	1025	P	R	26	NYA	Will	Warren
26	656427	1026	P	R	30	Det	Jack	Flaherty
27	669022	1027	P	L	27	Tex	MacKenzie	Gore
28	624133	1028	P	L	30	Bos	Ranger	Suarez
29	671106	1029	P	L	27	Cle	LoganT.	Allen(Cle)
30	683004	1030	P	R	25	Tex	Jack	Leiter
31	656876	1031	P	R	30	TB	Drew	Rasmussen
32	663554	1032	P	R	28	Det	Casey	Mize
33	641927	1033	P	R	30	Min	Bailey	Ober
34	681343	1034	P	R	25	ChA	Shane	Smith
35	607625	1035	P	R	36	KC	Seth	Lugo
36	671737	1036	P	R	25	Min	Taj	Bradley
37	663436	1037	P	R	29	ChA	Davis	Martin
38	702070	1038	P	L	26	KC	Noah	Cameron
39	680732	1039	P	R	26	ChA	Sean	Burke
40	677944	1040	P	R	26	Cle	Slade	Cecconi
41	669302	1041	P	R	28	Sea	Logan	Gilbert
42	543135	1042	P	R	36	Tex	Nathan	Eovaldi
43	669923	1043	P	R	28	Sea	George	Kirby
44	663559	1044	P	L	29	KC	Bailey	Falter
45	663460	1045	P	L	28	KC	Kris	Bubic
46	663568	1046	P	R	28	KC	Stephen	Kolek
47	700249	1047	P	L	25	Bal	Cade	Povich
48	680573	1048	P	R	25	Min	Simeon	WoodsRichardson
49	686799	1049	P	R	25	LAA	Jack	Kochanowicz
50	669432	1050	P	L	28	Bal	Trevor	Rogers
51	641778	1051	P	L	30	Tor	Eric	Lauer
52	686563	1052	P	R	25	ChA	Jonathan	Cannon
53	678024	1053	P	R	26	ChA	Mike	Vasil
54	641302	1054	P	L	31	Tex	Tyler	Alexander
55	681347	1055	P	R	26	Hou	Mike	Burrows
56	676282	1056	P	L	26	Cle	Joey	Cantillo
57	682052	1057	P	L	28	Ath	Jacob	Lopez
58	672456	1058	P	R	25	Det	Keider	Montero
59	682243	1059	P	R	27	Sea	Bryce	Miller
60	669372	1060	P	R	26	Ath	J.T.	Ginn
61	676106	1061	P	R	26	Sea	Emerson	Hancock
62	676467	1062	P	L	27	Hou	Colton	Gordon
63	656641	1063	P	L	29	Tex	Jacob	Latz
64	687765	1064	P	R	27	Ath	Mitch	Spence
65	688138	1065	P	R	24	Sea	Logan	Evans
66	805673	1066	P	R	25	Min	Zebby	Matthews
67	657376	1067	P	R	30	NYA	Clarke(injured)	Schmidt
68	663947	1068	SR	L	29	Det	Tyler	Holton
69	669920	1069	P	R	33	Hou	Jason	Alexander
70	571927	1070	P	L	34	TB	Steven	Matz
71	686701	1071	P	R	26	KC	Ryan	Bergert
72	641154	1072	P	R	30	Min	Pablo	Lopez
73	693645	1073	P	R	25	NYA	Cam	Schlittler
74	621107	1074	P	R	32	Bal	Zach	Eflin
75	685126	1075	SR	L	28	ChA	Brandon	Eisert
76	681857	1076	P	R	26	Det	Reese	Olson
77	663738	1077	P	L	29	KC	Daniel	Lynch
78	663855	1078	P	R	29	ChA	Jordan	Hicks
79	686993	1079	SR	R	29	Ath	Justin	Sterner
80	677958	1080	P	R	26	Tex	Kumar	Rocker
81	642232	1081	P	L	34	NYA	Ryan	Yarbrough
82	670102	1082	P	R	30	Tor	Bowden	Francis
83	676428	1083	SR	L	27	Det	Brant	Hurter
84	672782	1084	P	R	26	TB	Yoendrys	Gomez
85	666142	1085	P	L	28	KC	Cole	Ragans
86	656271	1086	P	L	29	-	really	NL#757
87	687064	1087	P	R	27	Bal	Brandon	Young
88	661563	1088	P	R	27	NYA	Luis	Gil
89	693855	1089	P	L	27	TB	Ian	Seymour
90	621121	1090	P	R	32	Hou	Lance	McCullers
91	701581	1091	P	R	26	Min	David	Festa
92	671212	1092	P	R	26	TB	Joe	Boyle
93	656457	1093	SR	L	32	ChA	Tyler	Gilbert
94	680755	1094	SR	R	25	Tor	Braydon	Fisher
95	519141	1095	SR	L	37	LAA	Drew	Pomeranz
96	668984	1096	SR	R	28	Sea	Casey	Legumina
97	695549	1097	P	R	23	Det	Jackson(injured)	Jobe
98	806960	1098	P	R	23	Ath	Luis	Morales
99	669854	1099	P	R	32	Hou	Ronel(injured)	Blanco
100	608650	1100	P	L	34	Bal	Dietrich	Enns
101	675512	1101	P	R	25	Det	Troy	Melton
102	669438	1102	P	R	26	TB	Mason	Englert
103	669456	1103	P	R	30	Tor	Shane	Bieber
104	670912	1104	P	R	28	Bos	Johan	Oviedo
105	800048	1105	P	L	25	Cle	Parker	Messick
106	621112	1106	P	R	32	NYA	Paul	Blackburn
107	690953	1107	P	R	24	Min	Mick	Abel
